File,Centroid Diff Wiener,Mean Diff Wiener,Centroid Diff Lib Wiener,Mean Diff Lib Wiener
72.wav,44.525556767753564,78.42108011245728,182.4863975194416,155.00789880752563
73.wav,33.032970384309586,926.5425682067871,113.84357256854416,6320.193099975586
74.wav,46.05521979175698,31.971746683120728,98.70679317718376,1926.713752746582
75.wav,89.05196129487159,184.1991662979126,251.2355343656666,3008.937454223633
76.wav,28.071497147296686,33.87463688850403,84.93398513774639,822.7540969848633
77.wav,112.95648487864536,904.5614242553711,152.99929266259664,4745.233154296875
78.wav,74.25976476359403,95.99566459655762,182.65833701321512,1052.20947265625
79.wav,38.90423170276169,78.93118262290955,81.65205197550367,430.69705963134766
8.wav,77.16343285326688,88.52182626724243,139.9568597428183,47.96722233295441
80.wav,42.32639133910007,60.778480768203735,228.9458551800862,5220.749282836914
81.wav,36.68032637294119,95.25014162063599,30.93609618893658,57.48549699783325
82.wav,71.7943983393177,0.9870954789221287,233.3322759561248,932.4930191040039
83.wav,37.38405372940429,88.46932649612427,95.19072672107505,132.0913314819336
84.wav,27.477627393844354,32.08789825439453,63.88496543947879,323.26271533966064
85.wav,35.087869361428844,83.35522413253784,90.82549354576001,35.427334904670715
86.wav,46.43404200537983,93.43250393867493,63.09564885241519,41.56006872653961
87.wav,33.395948732087945,84.29602384567261,149.63536922420792,446.92368507385254
88.wav,33.01221241981674,155.28541803359985,284.2718246410144,9515.07797241211
89.wav,493.873528561432,16263.569641113281,569.1231635311813,30797.821044921875
9.wav,33.42709292369544,71.23420238494873,42.818622713368995,108.15460681915283
90.wav,277.45592920103013,2134.090232849121,367.3652402833621,6120.040512084961
91.wav,55.197584913261146,83.05850028991699,250.0319140571756,315.932822227478
92.wav,66.86696778650017,98.78407120704651,36.256000498285935,63.0889892578125
93.wav,44.54795246673432,63.09753060340881,80.90523139566469,42.099517583847046
94.wav,44.09344401448195,65.84195494651794,60.35475323114382,74.54695105552673
95.wav,36.64804499206233,137.91539669036865,82.1446113938432,883.6572647094727
96.wav,44.109079461763336,89.74073529243469,39.96826536763599,25.778934359550476
97.wav,136.10911736199668,1850.955581665039,210.61183431890134,4473.469161987305
98.wav,251.13009268116744,762.7696514129639,312.5488552026194,1448.2568740844727
99.wav,32.09334006758231,19.132158160209656,69.85283740988532,472.21717834472656
